,percent_rounded,percent_geochem_preserved,actual_volume,avg_r,non-uni,uni,mantle_temp,int_temp,mean_it3
250,87.2015602994876,18.3348221252999,25783768,183.33333333333334,180,190,877.5,1650,1515.82338432638
251,92.127467872216,0.0,2530520,84.66666666666667,88,78,1092.5,1860,1552.06342136899
252,81.108783198886,74.0255178210742,637672,54.666666666666664,46,72,946.0,1860,1290.4793031265
253,0.2360346184107,100.0,152520,72.0,14,188,742.5,1720,829.595741003911
254,0.0,79.5333950155132,2446952,88.0,106,52,541.5,1600,1163.41999576688
255,0.0,100.0,351096,48.666666666666664,32,82,1140.5,1600,1268.66379642944
256,46.4072041499863,96.9316966692295,905256,61.333333333333336,52,80,876.0,1640,1200.53445454297
257,93.5503012042402,4.08376688246402,12484552,150.66666666666666,180,92,861.5,1890,1617.57979250134
258,86.2163186986745,2.09865143460606,11878104,151.33333333333334,186,82,1113.0,1690,1537.82233444224
259,30.4080134185691,100.0,1187608,75.33333333333333,46,134,282.5,1630,828.718628436551
260,99.7888536286894,0.0,1928520,98.66666666666667,48,200,1505.5,1750,1627.19102466429
261,95.2894409435279,0.0,7118136,119.33333333333333,120,118,1066.5,1900,1677.18393311169
262,77.032158454931,44.494636961997,9710168,144.66666666666666,182,70,737.0,1660,1379.54705206856
263,86.2355721755906,31.5108069599353,29011304,190.66666666666666,188,196,443.5,1660,1450.94068850107
264,70.8624164752778,70.3926821520635,2845864,96.0,66,156,733.5,1690,1269.27517718092
265,92.3056392832859,2.77399443760737,3776792,106.0,72,174,1013.0,1890,1530.75218824612
266,100.0,0.0,2800312,99.33333333333333,62,174,1522.0,1810,1680.61107858262
267,0.0,49.009018912692,1746552,75.33333333333333,82,62,1080.0,1620,1367.75894968098
268,90.6777305300191,11.720976246716,5612024,120.66666666666667,152,58,912.0,1870,1523.51586736949
269,100.0,0.0,10157000,134.66666666666666,128,148,1527.5,1880,1774.77633065384
270,28.3013638973019,100.0,404136,64.0,90,12,458.5,1780,727.235844686275
271,70.437982843335,38.4592039399632,2082456,79.33333333333333,82,74,1039.5,1660,1398.30406161454
272,73.0459397526173,38.6408714238948,3738984,101.33333333333333,122,60,973.5,1660,1399.98705135845
273,33.6411711197792,100.0,518888,78.66666666666667,26,184,769.5,1670,981.401110997969
274,98.3870797943928,0.0,14438408,153.33333333333334,134,192,1426.0,1720,1649.60692961788
275,96.838913472605,0.0,10614072,139.33333333333334,118,182,1192.5,1860,1675.27001066838
276,0.0,100.0,54984,52.0,10,136,1293.5,1610,1308.70456477295
277,87.1591725454458,0.0,9454344,134.66666666666666,112,180,1474.0,1650,1598.57089588602
278,49.8233124593214,86.8188520641738,2175592,89.33333333333333,114,40,675.0,1630,1170.93680478636
279,99.1530740276035,0.0,25504,18.666666666666668,16,24,1499.5,1790,1517.19300172421
280,89.2161634585334,0.0,10930136,142.0,116,194,1304.0,1680,1587.29732076262
281,7.9651831170964,100.0,243560,62.0,20,146,569.0,1630,748.174908952236
282,87.7208552838696,24.5457883441425,12222936,144.66666666666666,160,114,806.5,1710,1499.68221648779
283,89.0392561555449,16.868374121704,13515944,149.33333333333334,164,120,913.0,1710,1534.24738300817
284,63.4917594131788,100.0,1294568,82.66666666666667,44,160,401.0,1780,947.180189572557
285,84.0337941130396,27.4315717827799,7404840,144.0,192,48,898.5,1750,1439.30554121287
286,29.7875005218553,100.0,191624,59.333333333333336,18,142,710.0,1770,852.112305246486
287,100.0,0.0,2480888,84.66666666666667,92,70,1511.0,1770,1653.03706598027
288,99.7174894379824,0.0,10893752,143.33333333333334,170,90,1422.5,1760,1661.62667570315
